Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8412,74,RL,38,9959,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1993,1978,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,67,Unf,82,684,980,GasA,Gd,Y,SBrkr,995,519,19,1337,0,0,2,0,3,1,TA,7,Typ,0,NA,Attchd,2006,RFn,2,411,TA,TA,Y,254,44,26,9,97,40,NA,NA,NA,707,8,2008,WD,Normal,155098
8413,71,RL,79,9376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,TwnhsE,2Story,4,5,1959,1977,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,485,Unf,132,157,789,GasA,TA,Y,SBrkr,1033,65,9,730,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1977,Unf,1,306,TA,TA,Y,73,49,37,5,14,2,NA,NA,NA,801,7,2009,WD,Normal,75420
8414,110,RL,80,20095,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,6,1999,1994,Gable,CompShg,HdBoard,VinylSd,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,11,Unf,135,481,665,GasA,Ex,Y,SBrkr,714,641,114,1435,1,0,2,0,3,1,Gd,8,Typ,0,NA,Attchd,1993,Unf,1,339,TA,TA,Y,220,144,11,50,16,39,NA,NA,NA,613,3,2008,WD,Normal,134138
8415,125,RM,114,16573,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,6,1960,1984,Gable,CompShg,HdBoard,MetalSd,BrkFace,0,TA,TA,CBlock,TA,TA,Av,BLQ,755,Unf,93,28,568,GasA,Ex,Y,SBrkr,1208,698,84,2048,1,0,1,1,4,1,TA,9,Typ,1,TA,Detchd,1936,RFn,1,401,TA,TA,Y,172,41,48,5,15,13,NA,NA,NA,806,9,2007,WD,Normal,178058
8416,45,RL,63,29750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,4,1998,2002,Gable,CompShg,VinylSd,VinylSd,Stone,630,Gd,TA,PConc,Gd,TA,No,GLQ,640,Unf,32,1153,1747,GasA,Ex,Y,SBrkr,1421,385,14,1896,1,0,2,1,2,1,Ex,7,Typ,1,NA,Detchd,NA,RFn,3,665,TA,TA,Y,250,182,36,38,4,44,NA,NA,NA,126,10,2008,WD,Normal,345019
8417,36,RL,100,27141,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,4,1989,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,TA,TA,CBlock,Gd,TA,No,GLQ,521,Unf,164,386,1329,GasA,Ex,Y,FuseA,1201,232,5,1283,0,0,2,0,3,1,Gd,7,Typ,0,NA,Detchd,1955,Unf,3,792,TA,TA,Y,40,22,42,41,52,31,NA,NA,NA,250,7,2007,WD,Normal,177473
8418,33,RL,80,17945,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,4,1992,1981,Hip,CompShg,HdBoard,MetalSd,Stone,45,Gd,TA,CBlock,Ex,TA,No,GLQ,769,Unf,64,1102,2085,GasA,TA,Y,SBrkr,1573,755,7,2429,1,0,2,1,4,1,TA,9,Typ,1,Gd,Attchd,1950,Fin,1,401,TA,TA,Y,99,74,37,29,89,3,NA,NA,NA,284,4,2009,WD,Normal,292141
8419,36,RL,60,19175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,NA,570,Unf,79,180,376,GasA,Gd,Y,SBrkr,1376,118,74,1274,0,0,2,0,4,1,TA,8,Typ,1,NA,Attchd,1999,Unf,0,191,NA,TA,Y,11,6,32,22,67,44,NA,NA,NA,951,9,2007,WD,Normal,101384
8420,41,RL,82,15097,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2001,2009,Gable,CompShg,VinylSd,HdBoard,Stone,112,TA,TA,PConc,Ex,TA,Gd,LwQ,1507,Unf,120,60,1224,GasA,TA,Y,SBrkr,1877,64,42,1729,2,0,2,0,3,1,Gd,8,Typ,2,Gd,Attchd,1989,RFn,2,557,TA,TA,Y,252,34,49,18,29,37,NA,NA,NA,741,8,2007,WD,Normal,235679
8421,49,RL,63,14603,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,6,1988,2006,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,176,TA,TA,CBlock,Ex,TA,NA,GLQ,168,Unf,148,87,1130,GasA,Ex,Y,SBrkr,1437,87,28,1315,0,0,1,0,2,1,Gd,7,Typ,1,NA,Detchd,2004,Fin,2,344,TA,TA,Y,178,71,12,8,55,7,NA,NA,NA,1320,2,2009,WD,Normal,222835
8422,98,RL,NA,20672,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,4,4,1945,1961,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,1037,Unf,373,116,842,GasA,Gd,Y,SBrkr,730,907,24,1439,1,0,1,1,2,1,TA,6,Mod,0,NA,Attchd,1915,Unf,2,367,TA,TA,Y,172,47,8,3,68,57,NA,MnPrv,NA,548,4,2010,WD,Normal,104616
8423,53,RL,NA,13493,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,7,1979,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,454,Unf,160,388,1052,GasA,Ex,Y,SBrkr,971,369,77,1537,0,0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1941,Unf,2,763,TA,TA,Y,67,52,39,20,59,52,NA,NA,NA,395,4,2008,WD,Normal,231727
8424,55,RL,98,7383,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,7,7,1981,2004,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,GLQ,101,Unf,254,572,711,GasA,Ex,Y,SBrkr,523,667,94,1374,1,0,2,1,4,1,Gd,8,Typ,1,NA,Detchd,NA,Fin,1,232,TA,TA,Y,176,80,24,2,47,50,NA,NA,NA,573,9,2006,WD,Normal,156240
8425,54,RL,77,5611,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,4,1957,1986,Hip,CompShg,WdShing,CmentBd,None,0,TA,TA,BrkTil,Gd,TA,Gd,Rec,986,Unf,101,261,1180,GasA,Ex,Y,SBrkr,1284,523,14,1874,1,0,2,1,3,1,TA,8,Typ,1,NA,Attchd,2007,Fin,1,223,TA,TA,Y,271,6,48,2,1,82,NA,NA,NA,412,2,2009,WD,Normal,194831
8426,40,RL,60,9745,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,7,1979,1991,Gable,CompShg,MetalSd,VinylSd,BrkFace,340,TA,TA,PConc,Gd,TA,No,Unf,16,Unf,85,437,1152,GasA,Ex,Y,SBrkr,1894,685,29,2605,0,0,2,1,3,1,TA,9,Typ,1,Gd,Detchd,1997,RFn,2,517,TA,TA,Y,70,135,79,1,27,92,NA,NA,NA,446,4,2010,WD,Abnorml,281263
8427,74,RL,70,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1992,1987,Hip,CompShg,Plywood,HdBoard,None,0,TA,Gd,BrkTil,NA,TA,No,ALQ,419,Unf,350,107,1026,GasA,Ex,Y,SBrkr,1506,1059,4,2434,0,0,2,0,4,1,Gd,9,Typ,0,NA,Detchd,1948,Unf,3,811,TA,TA,Y,100,50,48,56,45,16,NA,NA,NA,154,6,2007,WD,Normal,273237
8428,84,RL,72,2644,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,6,2003,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Mn,Unf,425,Unf,65,355,897,GasA,Ex,Y,SBrkr,1152,718,32,1844,1,0,2,1,2,1,Gd,8,Typ,1,NA,Attchd,2006,RFn,2,371,TA,TA,Y,223,248,50,16,52,51,NA,NA,NA,213,9,2008,WD,Normal,241654
8429,43,RL,110,8523,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1961,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,191,Unf,144,1067,1224,GasA,Gd,Y,SBrkr,1128,57,62,699,0,0,1,0,1,1,TA,4,Typ,0,NA,Attchd,1948,Unf,1,464,TA,TA,Y,47,67,71,8,29,4,NA,NA,NA,1248,6,2008,WD,Normal,130191
8430,37,RL,60,5662,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,6,1987,1978,Gable,CompShg,HdBoard,HdBoard,None,206,Gd,TA,PConc,Gd,TA,Av,GLQ,111,Unf,57,582,1296,GasA,Ex,Y,SBrkr,1588,118,14,1515,0,0,1,0,2,1,Gd,6,Typ,1,Gd,Detchd,2009,Fin,2,589,TA,TA,Y,103,42,78,13,12,48,NA,NA,NA,223,8,2009,WD,Normal,222766
8431,85,RM,73,12902,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,HdBoard,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,371,Unf,128,275,911,GasA,Ex,Y,SBrkr,1243,376,89,1796,1,0,1,1,2,1,TA,7,Typ,1,TA,Attchd,1999,Fin,1,363,TA,Fa,Y,82,112,80,58,30,75,NA,NA,NA,641,3,2009,WD,Normal,245882
8432,41,RL,59,7633,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,6,1946,1955,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,211,Unf,242,1422,1473,GasA,Ex,Y,SBrkr,1294,725,76,1883,0,0,2,0,3,1,Gd,8,Typ,0,NA,Detchd,1995,Unf,1,402,TA,TA,Y,136,105,111,14,2,25,NA,NA,NA,360,8,2008,WD,Normal,206036
8433,41,RL,60,14015,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1929,1952,Gable,CompShg,MetalSd,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,421,Unf,163,163,606,GasA,TA,Y,SBrkr,1100,254,64,1147,0,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1980,RFn,1,292,TA,TA,Y,10,47,132,17,139,28,NA,NA,NA,843,7,2009,WD,Normal,102351
8434,124,RL,68,2589,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1976,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,TA,TA,PConc,TA,TA,No,ALQ,393,Unf,187,316,574,GasA,TA,Y,SBrkr,641,1085,50,1464,0,0,2,1,3,1,Gd,6,Typ,1,NA,Attchd,1969,RFn,1,251,TA,TA,Y,46,124,3,10,94,8,NA,NA,NA,285,3,2008,WD,Normal,80047
8435,68,RL,70,15639,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,PosA,Norm,1Fam,1.5Fin,6,5,1954,1957,Gable,CompShg,MetalSd,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,219,Unf,30,1264,1661,GasA,TA,Y,SBrkr,1240,352,48,1384,0,0,1,0,2,1,TA,7,Typ,0,NA,Attchd,1996,Unf,2,700,TA,TA,Y,134,101,10,35,51,34,NA,NA,NA,159,10,2007,WD,Normal,160670
8436,93,RM,70,5241,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,8,7,1968,1978,Gable,CompShg,Wd Sdng,HdBoard,BrkFace,178,Gd,TA,CBlock,Gd,TA,No,Unf,66,Unf,25,717,865,GasA,TA,Y,SBrkr,1027,1168,57,2313,0,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1948,RFn,2,666,TA,TA,Y,12,69,77,39,157,7,NA,NA,NA,351,8,2010,WD,Normal,203527
8437,117,RL,112,7341,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,1973,1964,Hip,CompShg,Wd Sdng,HdBoard,Stone,975,Gd,TA,CBlock,TA,TA,No,Unf,216,Unf,71,591,1547,GasA,Ex,Y,SBrkr,1405,566,23,2058,1,0,1,1,3,1,Gd,7,Typ,1,NA,Detchd,2004,Fin,1,371,TA,TA,Y,65,143,29,2,142,15,NA,NA,NA,234,8,2008,WD,Normal,272555
8438,71,RL,24,17684,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,6,5,1951,1978,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0,TA,TA,CBlock,TA,TA,No,ALQ,547,Unf,92,624,1197,GasA,Ex,Y,SBrkr,1263,432,4,1479,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1945,Unf,2,634,TA,TA,Y,103,49,96,9,62,6,NA,NA,NA,43,8,2009,WD,Partial,114012
8439,52,RL,NA,11982,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1929,1977,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,LwQ,345,Unf,124,606,338,GasA,Gd,Y,SBrkr,392,389,86,602,0,0,1,0,3,1,Gd,3,Typ,0,NA,NA,2003,RFn,1,103,TA,TA,Y,5,29,111,26,50,55,NA,NA,NA,226,5,2007,WD,Normal,48203
8440,39,RL,88,19062,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1971,1983,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,915,Unf,243,24,502,GasA,Ex,Y,SBrkr,1163,440,2,1574,1,0,1,0,3,1,TA,8,Typ,0,NA,Attchd,1971,Unf,3,662,TA,TA,Y,159,42,14,29,38,58,NA,NA,NA,385,5,2009,WD,Normal,219654
8441,56,RL,60,8754,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1977,1961,Hip,CompShg,Wd Sdng,MetalSd,BrkFace,99,TA,TA,CBlock,Gd,TA,Mn,BLQ,100,Unf,173,53,267,GasA,Ex,Y,FuseA,1135,289,2,1119,0,0,1,0,2,1,Gd,5,Typ,1,NA,Detchd,1995,Unf,2,519,TA,TA,Y,89,121,56,36,70,22,NA,NA,NA,433,7,2009,WD,Normal,139901
8442,22,RL,54,27086,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,BrkSide,Norm,Norm,1Fam,1Story,8,3,2009,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,194,Gd,TA,PConc,TA,TA,No,GLQ,392,Unf,161,1675,2000,GasA,Ex,Y,SBrkr,2084,66,7,1913,1,0,1,1,2,1,Gd,7,Typ,1,TA,Attchd,2008,Fin,3,828,TA,TA,Y,11,80,20,43,79,32,NA,NA,NA,685,2,2007,WD,Normal,296577
8443,35,RM,70,6252,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,6,6,2002,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,245,Unf,45,1617,1753,GasA,Ex,Y,SBrkr,903,670,67,1529,1,0,2,0,3,1,Ex,6,Typ,0,NA,Attchd,1998,Unf,3,839,TA,TA,Y,96,101,14,6,87,66,NA,NA,NA,343,6,2010,WD,Partial,181012
8444,111,RL,60,4806,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,3,6,1931,1970,Gable,CompShg,HdBoard,MetalSd,None,0,TA,TA,CBlock,Gd,TA,NA,NA,642,Unf,20,17,149,GasA,Fa,Y,SBrkr,563,449,33,849,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,2002,Fin,0,20,TA,TA,Y,65,54,25,10,38,70,NA,MnPrv,NA,863,11,2007,WD,Normal,77834
8445,108,RL,50,9375,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,7,6,1995,1992,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,NA,GLQ,441,Unf,47,304,1195,GasA,Ex,Y,SBrkr,1345,477,22,1893,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1957,Unf,2,749,TA,TA,Y,440,48,58,20,14,22,NA,NA,NA,405,7,2006,WD,Normal,278772
8446,30,RL,75,8307,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,5,1984,2002,Gable,CompShg,Wd Sdng,HdBoard,None,164,TA,TA,PConc,TA,TA,No,Unf,361,Unf,211,800,1581,GasA,Ex,Y,SBrkr,1460,212,22,1570,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1995,Unf,2,425,TA,TA,Y,34,11,59,2,8,3,NA,NA,NA,542,7,2008,WD,Normal,192752
8447,34,RL,43,1612,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1951,1999,Gable,CompShg,MetalSd,HdBoard,None,0,TA,TA,PConc,TA,TA,No,GLQ,295,Unf,128,718,1054,GasA,Ex,Y,SBrkr,640,76,28,406,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1967,Fin,1,129,TA,TA,Y,14,9,41,9,25,50,NA,MnPrv,NA,431,8,2009,WD,Normal,52213
8448,79,RL,NA,5423,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1939,1967,Gable,CompShg,VinylSd,VinylSd,BrkFace,412,TA,TA,CBlock,TA,TA,Av,Rec,190,NA,158,52,3,GasA,Gd,Y,SBrkr,351,771,51,950,0,0,1,1,4,1,TA,4,Typ,1,NA,Detchd,1984,Unf,3,698,TA,TA,Y,16,5,5,32,82,25,NA,NA,NA,560,10,2009,WD,Normal,78127
8449,121,RL,67,4285,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Twnhs,1Story,5,6,1953,1976,Gable,CompShg,VinylSd,VinylSd,None,120,Gd,Gd,BrkTil,Gd,TA,No,GLQ,118,Unf,115,105,96,GasA,TA,Y,SBrkr,436,481,77,945,1,0,2,0,2,1,TA,6,Typ,0,NA,Detchd,1950,Unf,1,351,TA,TA,Y,10,19,52,44,68,51,NA,NA,NA,702,12,2007,WD,Normal,65705
8450,117,RL,65,19574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,7,1947,1998,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,BrkTil,TA,TA,Mn,Rec,703,Unf,286,223,585,GasA,TA,Y,SBrkr,1136,522,68,1833,1,0,1,1,4,2,TA,9,Typ,1,TA,Attchd,1955,Unf,1,293,TA,TA,Y,1,114,44,18,72,26,NA,NA,NA,37,2,2008,WD,Normal,101551
8451,61,RL,70,12450,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,9,4,2009,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,250,Unf,157,1714,1842,GasA,Ex,Y,SBrkr,1867,679,14,2499,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Attchd,2004,Unf,3,825,TA,TA,Y,485,144,31,21,42,35,NA,NA,NA,38,9,2008,WD,Normal,327381
8452,68,RL,63,5472,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,6,1987,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,CBlock,Ex,TA,No,Unf,110,Unf,10,1133,973,GasA,Ex,Y,SBrkr,1086,1524,3,2559,0,0,3,1,4,1,TA,10,Typ,1,NA,Attchd,1964,Fin,3,772,TA,TA,Y,272,166,2,3,72,10,NA,NA,NA,506,10,2009,WD,Normal,266479
8453,62,RL,55,10709,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1975,1971,Gable,CompShg,Wd Sdng,Plywood,BrkFace,144,Gd,TA,CBlock,TA,TA,No,BLQ,465,Unf,162,186,994,GasA,Ex,Y,SBrkr,1124,520,11,1425,0,0,2,0,3,1,Gd,6,Typ,1,NA,Attchd,1992,Unf,2,811,TA,TA,Y,1,2,102,68,39,38,NA,NA,NA,402,3,2010,WD,Normal,169830
8454,153,RL,100,6469,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,Twnhs,SLvl,5,4,1972,1962,Hip,CompShg,Stucco,Wd Shng,None,0,TA,TA,CBlock,NA,TA,Gd,BLQ,462,Unf,128,15,554,GasA,TA,Y,SBrkr,1317,399,53,1626,1,0,1,0,3,1,TA,5,Typ,2,Fa,Attchd,1985,RFn,2,473,TA,TA,Y,26,33,17,9,167,17,NA,NA,NA,40,7,2007,WD,Normal,133527
8455,27,RL,80,13372,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,TA,TA,PConc,Gd,TA,No,GLQ,197,Unf,56,969,951,GasA,Ex,Y,SBrkr,1260,209,28,1471,0,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,NA,NA,1,489,TA,TA,Y,218,97,32,49,19,63,NA,NA,NA,715,8,2009,WD,Partial,183143
8456,80,RL,43,6813,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,7,6,1982,1979,Gable,CompShg,VinylSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,180,Unf,440,1077,1527,GasA,Ex,Y,SBrkr,980,888,42,1904,0,0,1,1,3,1,Gd,9,Typ,0,Gd,BuiltIn,1998,RFn,2,279,TA,TA,Y,164,41,9,0,91,1,NA,NA,NA,23,9,2007,WD,Normal,221725
8457,85,RL,24,6761,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1958,1971,Gable,CompShg,VinylSd,HdBoard,BrkFace,120,TA,TA,BrkTil,Ex,Gd,No,ALQ,378,Unf,102,366,518,GasA,Gd,Y,SBrkr,446,488,56,1028,0,0,2,0,3,1,TA,6,Typ,0,NA,BuiltIn,2002,Fin,2,351,TA,TA,Y,5,42,27,20,31,1,NA,NA,NA,226,5,2006,WD,Normal,86785
8458,32,RL,313,23166,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,5,5,1958,1971,Gable,CompShg,CemntBd,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,No,GLQ,61,Unf,75,611,700,GasA,TA,Y,SBrkr,1624,603,42,2286,0,0,2,1,2,1,Fa,8,Typ,1,Gd,BuiltIn,2006,NA,1,300,TA,TA,Y,14,82,139,63,24,93,NA,NA,NA,172,7,2009,WD,Normal,265287
8459,77,RM,80,5308,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,IDOTRR,Norm,Norm,2fmCon,1Story,5,5,1951,1980,Gable,CompShg,BrkFace,BrkFace,BrkFace,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,505,Unf,148,681,1075,GasA,TA,Y,SBrkr,1469,242,73,1717,1,0,2,0,3,1,Gd,8,Typ,1,TA,Detchd,1956,Fin,2,353,Fa,TA,Y,85,99,45,52,47,22,NA,NA,NA,266,2,2007,WD,Normal,153687
8460,33,RL,40,2803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,4,1996,1973,Gable,CompShg,MetalSd,VinylSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,GLQ,189,Unf,322,244,959,GasA,Ex,Y,SBrkr,1561,161,50,1708,0,0,2,1,2,1,TA,6,Typ,2,TA,NA,1966,Unf,2,773,TA,TA,Y,2,98,10,3,28,2,NA,NA,NA,555,1,2009,WD,Normal,182472
8461,109,RL,90,6204,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,Duplex,1Story,8,5,1995,2000,Gable,CompShg,MetalSd,Plywood,BrkFace,168,TA,TA,PConc,Gd,TA,No,Unf,95,Unf,57,1078,1437,GasA,Ex,Y,SBrkr,1686,240,20,1759,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007,Fin,1,149,TA,TA,Y,138,36,71,6,57,36,NA,NA,NA,177,4,2006,WD,Normal,228661
8462,63,RL,NA,14574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,1Story,5,6,1909,1958,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,Slab,Gd,TA,Gd,BLQ,149,Unf,267,179,161,GasA,TA,Y,SBrkr,844,284,25,1075,0,0,2,1,4,1,TA,6,Typ,0,NA,BuiltIn,1931,Unf,2,528,TA,TA,Y,23,13,57,74,99,17,NA,NA,NA,638,6,2009,WD,Normal,70050
8463,92,RL,50,5436,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1966,1987,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,509,Unf,229,188,533,GasA,Ex,Y,SBrkr,708,520,51,1274,1,0,1,1,3,1,TA,6,Typ,1,NA,Attchd,1960,Unf,2,556,TA,TA,Y,8,28,8,0,78,5,NA,NA,Shed,495,12,2006,COD,Normal,122186
